date,region,product,sales,quantity,customer_age,satisfaction_score,date_year,date_month,date_day,date_dayofweek,date_quarter,sales_bin,quantity_bin,customer_age_bin,satisfaction_score_bin,date_month_bin,date_day_bin,date_dayofweek_bin,sales_per_quantity,sales_per_customer_age,sales_per_satisfaction_score,sales_per_date_year,sales_per_date_month
2024-02-18,North,Product A,2939,88,31,4.87,2024,2,18,6,1,Q3,Q5,Q2,Q5,Q1,Q3,Q5,33.39772727272727,94.80645161290323,603.4907597535935,1.4520750988142292,1469.5
2024-02-19,West,Product D,435,3,37,3.23,2024,2,19,0,1,Q1,Q1,Q2,Q3,Q1,Q3,Q1,145.0,11.756756756756756,134.6749226006192,0.2149209486166008,217.5
2024-02-20,West,Product C,4692,32,35,2.39,2024,2,20,1,1,Q5,Q2,Q2,Q2,Q1,Q4,Q1,146.625,134.05714285714285,1963.1799163179915,2.3181818181818183,2346.0
2024-02-21,South,Product B,995,99,46,3.32,2024,2,21,2,1,Q1,Q5,Q3,Q3,Q1,Q4,Q2,10.05050505050505,21.630434782608695,299.6987951807229,0.491600790513834,497.5
2024-02-22,West,Product D,3646,13,23,1.56,2024,2,22,3,1,Q4,Q1,Q1,Q1,Q1,Q4,Q3,280.46153846153845,158.52173913043478,2337.1794871794873,1.801383399209486,1823.0
2024-02-23,West,Product E,951,89,49,2.78,2024,2,23,4,1,Q1,Q5,Q3,Q3,Q1,Q4,Q3,10.685393258426966,19.408163265306122,342.0863309352518,0.4698616600790514,475.5
2024-02-24,West,Product C,1787,73,46,3.5,2024,2,24,5,1,Q2,Q4,Q3,Q4,Q1,Q4,Q4,24.47945205479452,38.84782608695652,510.57142857142856,0.8829051383399209,893.5
2024-02-25,South,Product D,2031,68,60,2.96,2024,2,25,6,1,Q2,Q4,Q4,Q3,Q1,Q4,Q5,29.86764705882353,33.85,686.1486486486486,1.0034584980237153,1015.5
2024-02-26,South,Product B,3846,14,19,2.61,2024,2,26,0,1,Q4,Q1,Q1,Q2,Q1,Q5,Q1,274.7142857142857,202.42105263157896,1473.5632183908046,1.900197628458498,1923.0
2024-02-27,North,Product E,2527,98,40,4.98,2024,2,27,1,1,Q3,Q5,Q3,Q5,Q1,Q5,Q1,25.785714285714285,63.175,507.429718875502,1.2485177865612649,1263.5
2024-02-28,North,Product B,1668,11,36,4.52,2024,2,28,2,1,Q2,Q1,Q2,Q5,Q1,Q5,Q2,151.63636363636363,46.333333333333336,369.02654867256643,0.8241106719367589,834.0
2024-02-29,West,Product C,4100,56,48,3.49,2024,2,29,3,1,Q5,Q3,Q3,Q4,Q1,Q5,Q3,73.21428571428571,85.41666666666667,1174.785100286533,2.025691699604743,2050.0
2024-03-01,South,Product D,2838,67,68,3.28,2024,3,1,4,1,Q3,Q4,Q5,Q3,Q1,Q1,Q3,42.35820895522388,41.73529411764706,865.2439024390244,1.4021739130434783,946.0
2024-03-02,South,Product B,3598,92,22,3.48,2024,3,2,5,1,Q4,Q5,Q1,Q4,Q1,Q1,Q4,39.108695652173914,163.54545454545453,1033.9080459770114,1.7776679841897234,1199.3333333333333
2024-03-03,West,Product C,4013,29,36,1.81,2024,3,3,6,1,Q4,Q2,Q2,Q1,Q1,Q1,Q5,138.3793103448276,111.47222222222223,2217.1270718232045,1.9827075098814229,1337.6666666666667
2024-03-04,North,Product E,1166,9,51,2.58,2024,3,4,0,1,Q1,Q1,Q3,Q2,Q1,Q1,Q1,129.55555555555554,22.862745098039216,451.93798449612405,0.5760869565217391,388.6666666666667
2024-03-05,South,Product D,4480,67,27,1.16,2024,3,5,1,1,Q5,Q4,Q1,Q1,Q1,Q1,Q1,66.86567164179104,165.92592592592592,3862.068965517242,2.2134387351778657,1493.3333333333333
2024-03-06,North,Product D,2544,25,42,2.9,2024,3,6,2,1,Q3,Q2,Q3,Q3,Q1,Q1,Q2,101.76,60.57142857142857,877.2413793103449,1.256916996047431,848.0
2024-03-07,West,Product C,4207,98,19,3.17,2024,3,7,3,1,Q5,Q5,Q1,Q3,Q1,Q1,Q3,42.92857142857143,221.42105263157896,1327.1293375394323,2.0785573122529644,1402.3333333333333
2024-03-08,South,Product D,3473,76,28,1.91,2024,3,8,4,1,Q4,Q4,Q1,Q2,Q1,Q2,Q3,45.69736842105263,124.03571428571429,1818.324607329843,1.7159090909090908,1157.6666666666667
2024-03-09,West,Product E,4069,42,67,4.86,2024,3,9,5,1,Q5,Q3,Q5,Q5,Q1,Q2,Q4,96.88095238095238,60.73134328358209,837.2427983539094,2.0103754940711465,1356.3333333333333
2024-03-10,East,Product E,2646,9,48,4.64,2024,3,10,6,1,Q3,Q1,Q3,Q5,Q1,Q2,Q5,294.0,55.125,570.2586206896552,1.3073122529644268,882.0
2024-03-11,West,Product D,853,79,73,3.89,2024,3,11,0,1,Q1,Q4,Q5,Q4,Q1,Q2,Q1,10.79746835443038,11.684931506849315,219.280205655527,0.4214426877470356,284.3333333333333
2024-03-12,West,Product B,2182,40,32,3.13,2024,3,12,1,1,Q3,Q2,Q2,Q3,Q1,Q2,Q1,54.55,68.1875,697.1246006389777,1.0780632411067195,727.3333333333334
2024-03-13,West,Product B,2874,25,26,4.48,2024,3,13,2,1,Q3,Q2,Q1,Q5,Q1,Q2,Q2,114.96,110.53846153846153,641.5178571428571,1.4199604743083003,958.0
2024-03-14,South,Product E,2996,5,40,1.52,2024,3,14,3,1,Q3,Q1,Q3,Q1,Q1,Q3,Q3,599.2,74.9,1971.0526315789473,1.4802371541501975,998.6666666666666
2024-03-15,West,Product B,4285,11,36,4.16,2024,3,15,4,1,Q5,Q1,Q2,Q4,Q1,Q3,Q3,389.54545454545456,119.02777777777777,1030.048076923077,2.117094861660079,1428.3333333333333
2024-03-16,West,Product C,875,59,26,1.5,2024,3,16,5,1,Q1,Q3,Q1,Q1,Q1,Q3,Q4,14.830508474576272,33.65384615384615,583.3333333333334,0.4323122529644269,291.6666666666667
2024-03-17,East,Product A,1725,98,52,4.18,2024,3,17,6,1,Q2,Q5,Q4,Q4,Q1,Q3,Q5,17.602040816326532,33.17307692307692,412.6794258373206,0.8522727272727273,575.0
2024-03-18,South,Product D,3169,88,38,2.1,2024,3,18,0,1,Q4,Q5,Q2,Q2,Q1,Q3,Q1,36.01136363636363,83.39473684210526,1509.047619047619,1.5657114624505928,1056.3333333333333
2024-03-19,East,Product C,517,79,26,4.51,2024,3,19,1,1,Q1,Q4,Q1,Q5,Q1,Q3,Q1,6.544303797468355,19.884615384615383,114.63414634146342,0.2554347826086957,172.33333333333334
2024-03-20,West,Product E,214,38,45,4.78,2024,3,20,2,1,Q1,Q2,Q3,Q5,Q1,Q4,Q2,5.631578947368421,4.7555555555555555,44.76987447698745,0.10573122529644269,71.33333333333333
2024-03-21,South,Product A,716,72,63,1.6,2024,3,21,3,1,Q1,Q4,Q5,Q1,Q1,Q4,Q3,9.944444444444445,11.365079365079366,447.5,0.35375494071146246,238.66666666666666
2024-03-22,East,Product E,4074,5,68,2.85,2024,3,22,4,1,Q5,Q1,Q5,Q3,Q1,Q4,Q3,814.8,59.911764705882355,1429.4736842105262,2.0128458498023716,1358.0
2024-03-23,West,Product A,3367,48,24,4.92,2024,3,23,5,1,Q4,Q3,Q1,Q5,Q1,Q4,Q4,70.14583333333333,140.29166666666666,684.349593495935,1.6635375494071147,1122.3333333333333
2024-03-24,North,Product C,925,90,33,2.93,2024,3,24,6,1,Q1,Q5,Q2,Q3,Q1,Q4,Q5,10.277777777777779,28.03030303030303,315.69965870307163,0.45701581027667987,308.3333333333333
2024-03-25,East,Product A,1616,18,33,4.45,2024,3,25,0,1,Q2,Q1,Q2,Q5,Q1,Q4,Q1,89.77777777777777,48.96969696969697,363.14606741573033,0.7984189723320159,538.6666666666666
2024-03-26,South,Product B,3246,70,50,3.35,2024,3,26,1,1,Q4,Q4,Q3,Q4,Q1,Q5,Q1,46.371428571428574,64.92,968.955223880597,1.6037549407114624,1082.0
2024-03-27,East,Product C,512,37,21,2.5,2024,3,27,2,1,Q1,Q2,Q1,Q2,Q1,Q5,Q2,13.837837837837839,24.38095238095238,204.8,0.25296442687747034,170.66666666666666
2024-03-28,East,Product D,828,60,21,2.14,2024,3,28,3,1,Q1,Q3,Q1,Q2,Q1,Q5,Q3,13.8,39.42857142857143,386.91588785046724,0.4090909090909091,276.0
2024-03-29,East,Product E,3448,48,56,1.81,2024,3,29,4,1,Q4,Q3,Q4,Q1,Q1,Q5,Q3,71.83333333333333,61.57142857142857,1904.9723756906076,1.7035573122529644,1149.3333333333333
2024-03-30,North,Product B,2908,77,57,4.05,2024,3,30,5,1,Q3,Q4,Q4,Q4,Q1,Q5,Q4,37.76623376623377,51.01754385964912,718.0246913580247,1.4367588932806323,969.3333333333334
2024-03-31,South,Product D,775,28,34,3.0,2024,3,31,6,1,Q1,Q2,Q2,Q3,Q1,Q5,Q5,27.678571428571427,22.794117647058822,258.3333333333333,0.38290513833992096,258.3333333333333
2024-04-01,South,Product A,3565,69,54,3.05,2024,4,1,0,2,Q4,Q4,Q4,Q3,Q2,Q1,Q1,51.666666666666664,66.01851851851852,1168.8524590163936,1.7613636363636365,891.25
2024-04-02,South,Product B,2604,77,56,2.97,2024,4,2,1,2,Q3,Q4,Q4,Q3,Q2,Q1,Q1,33.81818181818182,46.5,876.7676767676767,1.2865612648221343,651.0
2024-04-03,West,Product D,3067,81,69,3.31,2024,4,3,2,2,Q3,Q4,Q5,Q3,Q2,Q1,Q2,37.864197530864196,44.44927536231884,926.5861027190332,1.515316205533597,766.75
2024-04-04,South,Product C,2886,40,46,4.46,2024,4,4,3,2,Q3,Q2,Q3,Q5,Q2,Q1,Q3,72.15,62.73913043478261,647.0852017937219,1.4258893280632412,721.5
2024-04-05,South,Product A,1222,45,69,4.92,2024,4,5,4,2,Q2,Q3,Q5,Q5,Q2,Q1,Q3,27.155555555555555,17.71014492753623,248.3739837398374,0.6037549407114624,305.5
2024-04-06,North,Product D,4179,96,53,2.63,2024,4,6,5,2,Q5,Q5,Q4,Q2,Q2,Q1,Q4,43.53125,78.84905660377359,1588.9733840304184,2.0647233201581026,1044.75
2024-04-07,West,Product A,1671,62,55,4.31,2024,4,7,6,2,Q2,Q4,Q4,Q5,Q2,Q1,Q5,26.951612903225808,30.381818181818183,387.70301624129934,0.825592885375494,417.75
2024-04-08,West,Product D,2243,93,56,4.06,2024,4,8,0,2,Q3,Q5,Q4,Q4,Q2,Q2,Q1,24.118279569892472,40.05357142857143,552.4630541871921,1.108201581027668,560.75
2024-04-09,East,Product E,1787,58,67,3.29,2024,4,9,1,2,Q2,Q3,Q5,Q3,Q2,Q2,Q1,30.810344827586206,26.671641791044777,543.161094224924,0.8829051383399209,446.75
2024-04-10,West,Product C,4232,67,54,4.82,2024,4,10,2,2,Q5,Q4,Q4,Q5,Q2,Q2,Q2,63.16417910447761,78.37037037037037,878.0082987551866,2.090909090909091,1058.0
2024-04-11,West,Product B,3951,56,69,1.8,2024,4,11,3,2,Q4,Q3,Q5,Q1,Q2,Q2,Q3,70.55357142857143,57.26086956521739,2195.0,1.9520750988142292,987.75
2024-04-12,North,Product D,3540,40,52,1.44,2024,4,12,4,2,Q4,Q2,Q4,Q1,Q2,Q2,Q3,88.5,68.07692307692308,2458.3333333333335,1.7490118577075098,885.0
2024-04-13,South,Product A,3866,98,24,4.42,2024,4,13,5,2,Q4,Q5,Q1,Q5,Q2,Q2,Q4,39.44897959183673,161.08333333333334,874.6606334841629,1.9100790513833992,966.5
2024-04-14,West,Product C,2426,40,44,2.76,2024,4,14,6,2,Q3,Q2,Q3,Q3,Q2,Q3,Q5,60.65,55.13636363636363,878.9855072463769,1.198616600790514,606.5
2024-04-15,West,Product B,3014,91,45,4.39,2024,4,15,0,2,Q3,Q5,Q3,Q5,Q2,Q3,Q1,33.120879120879124,66.97777777777777,686.5603644646925,1.4891304347826086,753.5
2024-04-16,North,Product A,4052,77,39,4.57,2024,4,16,1,2,Q5,Q4,Q2,Q5,Q2,Q3,Q1,52.62337662337662,103.8974358974359,886.652078774617,2.0019762845849804,1013.0
2024-04-17,West,Product C,695,33,31,1.25,2024,4,17,2,2,Q1,Q2,Q2,Q1,Q2,Q3,Q2,21.060606060606062,22.419354838709676,556.0,0.3433794466403162,173.75
2024-04-18,West,Product A,828,6,24,4.53,2024,4,18,3,2,Q1,Q1,Q1,Q5,Q2,Q3,Q3,138.0,34.5,182.78145695364236,0.4090909090909091,207.0
2024-04-19,North,Product C,1465,88,54,2.79,2024,4,19,4,2,Q2,Q5,Q4,Q3,Q2,Q3,Q3,16.647727272727273,27.12962962962963,525.089605734767,0.7238142292490118,366.25
2024-04-20,East,Product B,4592,19,39,3.04,2024,4,20,5,2,Q5,Q1,Q2,Q3,Q2,Q4,Q4,241.68421052631578,117.74358974358974,1510.5263157894738,2.268774703557312,1148.0
2024-04-21,East,Product B,798,80,22,3.51,2024,4,21,6,2,Q1,Q4,Q1,Q4,Q2,Q4,Q5,9.975,36.27272727272727,227.35042735042737,0.3942687747035573,199.5
2024-04-22,West,Product A,495,40,72,4.71,2024,4,22,0,2,Q1,Q2,Q5,Q5,Q2,Q4,Q1,12.375,6.875,105.09554140127389,0.24456521739130435,123.75
2024-04-23,West,Product C,4271,92,19,1.08,2024,4,23,1,2,Q5,Q5,Q1,Q1,Q2,Q4,Q1,46.42391304347826,224.78947368421052,3954.6296296296296,2.1101778656126484,1067.75
2024-04-24,South,Product D,4460,97,44,2.91,2024,4,24,2,2,Q5,Q5,Q3,Q3,Q2,Q4,Q2,45.97938144329897,101.36363636363636,1532.6460481099655,2.2035573122529644,1115.0
2024-04-25,West,Product B,2602,59,38,3.75,2024,4,25,3,2,Q3,Q3,Q2,Q4,Q2,Q4,Q3,44.101694915254235,68.47368421052632,693.8666666666667,1.2855731225296443,650.5
2024-04-26,South,Product D,1919,59,71,3.89,2024,4,26,4,2,Q2,Q3,Q5,Q4,Q2,Q5,Q3,32.52542372881356,27.028169014084508,493.3161953727506,0.9481225296442688,479.75
2024-04-27,East,Product D,817,48,55,3.77,2024,4,27,5,2,Q1,Q3,Q4,Q4,Q2,Q5,Q4,17.020833333333332,14.854545454545455,216.71087533156498,0.40365612648221344,204.25
2024-04-28,West,Product E,2882,41,32,1.54,2024,4,28,6,2,Q3,Q3,Q2,Q1,Q2,Q5,Q5,70.29268292682927,90.0625,1871.4285714285713,1.423913043478261,720.5
2024-04-29,West,Product A,3677,13,38,2.2,2024,4,29,0,2,Q4,Q1,Q2,Q2,Q2,Q5,Q1,282.84615384615387,96.76315789473684,1671.3636363636363,1.816699604743083,919.25
2024-04-30,North,Product A,243,45,27,3.0,2024,4,30,1,2,Q1,Q3,Q1,Q3,Q2,Q5,Q1,5.4,9.0,81.0,0.12005928853754941,60.75
2024-05-01,West,Product A,3240,89,40,4.22,2024,5,1,2,2,Q4,Q5,Q3,Q5,Q2,Q1,Q2,36.40449438202247,81.0,767.7725118483413,1.6007905138339922,648.0
2024-05-02,East,Product C,4591,53,73,3.0,2024,5,2,3,2,Q5,Q3,Q5,Q3,Q2,Q1,Q3,86.62264150943396,62.89041095890411,1530.3333333333333,2.2682806324110674,918.2
2024-05-03,West,Product B,3038,42,56,3.0,2024,5,3,4,2,Q3,Q3,Q4,Q3,Q2,Q1,Q3,72.33333333333333,54.25,1012.6666666666666,1.5009881422924902,607.6
2024-05-04,South,Product B,3736,63,22,4.83,2024,5,4,5,2,Q4,Q4,Q1,Q5,Q2,Q1,Q4,59.301587301587304,169.8181818181818,773.4989648033127,1.8458498023715415,747.2
2024-05-05,West,Product E,3322,27,18,1.04,2024,5,5,6,2,Q4,Q2,Q1,Q1,Q2,Q1,Q5,123.03703703703704,184.55555555555554,3194.230769230769,1.641304347826087,664.4
2024-05-06,South,Product E,1267,38,30,4.99,2024,5,6,0,2,Q2,Q2,Q2,Q5,Q2,Q1,Q1,33.3421052631579,42.233333333333334,253.9078156312625,0.6259881422924901,253.4
2024-05-07,North,Product E,2716,60,38,3.71,2024,5,7,1,2,Q3,Q3,Q2,Q4,Q2,Q1,Q1,45.266666666666666,71.47368421052632,732.0754716981132,1.341897233201581,543.2
2024-05-08,West,Product D,1162,7,43,4.31,2024,5,8,2,2,Q1,Q1,Q3,Q5,Q2,Q2,Q2,166.0,27.023255813953487,269.6055684454757,0.5741106719367589,232.4
2024-05-09,North,Product A,2256,5,67,2.18,2024,5,9,3,2,Q3,Q1,Q5,Q2,Q2,Q2,Q3,451.2,33.67164179104478,1034.8623853211009,1.1146245059288538,451.2
2024-05-10,North,Product C,3082,45,62,1.06,2024,5,10,4,2,Q4,Q3,Q4,Q1,Q2,Q2,Q3,68.4888888888889,49.70967741935484,2907.5471698113206,1.5227272727272727,616.4
2024-05-11,West,Product B,3394,58,38,3.95,2024,5,11,5,2,Q4,Q3,Q2,Q4,Q2,Q2,Q4,58.51724137931034,89.3157894736842,859.2405063291139,1.6768774703557312,678.8
2024-05-12,South,Product C,4829,31,70,4.34,2024,5,12,6,2,Q5,Q2,Q5,Q5,Q2,Q2,Q5,155.7741935483871,68.98571428571428,1112.6728110599079,2.385869565217391,965.8
2024-05-13,West,Product A,1256,23,35,3.96,2024,5,13,0,2,Q2,Q2,Q2,Q4,Q2,Q2,Q1,54.608695652173914,35.885714285714286,317.17171717171715,0.6205533596837944,251.2
2024-05-14,South,Product A,832,42,54,1.57,2024,5,14,1,2,Q1,Q3,Q4,Q1,Q2,Q3,Q1,19.80952380952381,15.407407407407407,529.936305732484,0.41106719367588934,166.4
2024-05-15,North,Product B,4430,10,62,4.01,2024,5,15,2,2,Q5,Q1,Q4,Q4,Q2,Q3,Q2,443.0,71.45161290322581,1104.7381546134663,2.188735177865613,886.0
2024-05-16,East,Product D,4946,32,49,4.08,2024,5,16,3,2,Q5,Q2,Q3,Q4,Q2,Q3,Q3,154.5625,100.93877551020408,1212.2549019607843,2.4436758893280635,989.2
2024-05-17,West,Product E,1053,53,53,3.63,2024,5,17,4,2,Q1,Q3,Q4,Q4,Q2,Q3,Q3,19.867924528301888,19.867924528301888,290.08264462809916,0.5202569169960475,210.6
2024-05-18,East,Product D,2639,30,34,4.06,2024,5,18,5,2,Q3,Q2,Q2,Q4,Q2,Q3,Q4,87.96666666666667,77.61764705882354,650.0000000000001,1.3038537549407114,527.8
2024-05-19,South,Product A,3424,39,52,4.38,2024,5,19,6,2,Q4,Q2,Q4,Q5,Q2,Q3,Q5,87.7948717948718,65.84615384615384,781.7351598173516,1.691699604743083,684.8
2024-05-20,West,Product A,3401,31,66,3.45,2024,5,20,0,2,Q4,Q2,Q5,Q4,Q2,Q4,Q1,109.70967741935483,51.53030303030303,985.7971014492753,1.6803359683794465,680.2
2024-05-21,East,Product D,1642,82,28,1.35,2024,5,21,1,2,Q2,Q5,Q1,Q1,Q2,Q4,Q1,20.024390243902438,58.642857142857146,1216.2962962962963,0.8112648221343873,328.4
2024-05-22,East,Product E,1291,2,38,2.95,2024,5,22,2,2,Q2,Q1,Q2,Q3,Q2,Q4,Q2,645.5,33.973684210526315,437.62711864406776,0.6378458498023716,258.2
2024-05-23,West,Product E,3093,78,69,1.31,2024,5,23,3,2,Q4,Q4,Q5,Q1,Q2,Q4,Q3,39.65384615384615,44.82608695652174,2361.068702290076,1.5281620553359683,618.6
2024-05-24,East,Product A,2781,77,72,2.63,2024,5,24,4,2,Q3,Q4,Q5,Q2,Q2,Q4,Q3,36.116883116883116,38.625,1057.4144486692016,1.3740118577075098,556.2
2024-05-25,West,Product E,1317,93,70,2.63,2024,5,25,5,2,Q2,Q5,Q5,Q2,Q2,Q4,Q4,14.161290322580646,18.814285714285713,500.7604562737643,0.650691699604743,263.4
2024-05-26,East,Product E,1640,12,43,1.26,2024,5,26,6,2,Q2,Q1,Q3,Q1,Q2,Q5,Q5,136.66666666666666,38.13953488372093,1301.5873015873017,0.8102766798418972,328.0
2024-05-27,North,Product B,3336,39,21,2.4,2024,5,27,0,2,Q4,Q2,Q1,Q2,Q2,Q5,Q1,85.53846153846153,158.85714285714286,1390.0,1.6482213438735178,667.2
2024-05-28,West,Product B,2486,66,51,1.44,2024,5,28,1,2,Q3,Q4,Q3,Q1,Q2,Q5,Q1,37.666666666666664,48.745098039215684,1726.388888888889,1.2282608695652173,497.2
2024-05-29,North,Product C,3819,96,69,4.23,2024,5,29,2,2,Q4,Q5,Q5,Q5,Q2,Q5,Q2,39.78125,55.34782608695652,902.8368794326241,1.8868577075098814,763.8
2024-05-30,North,Product D,1488,13,65,4.79,2024,5,30,3,2,Q2,Q1,Q5,Q5,Q2,Q5,Q3,114.46153846153847,22.892307692307693,310.6471816283925,0.7351778656126482,297.6
2024-05-31,East,Product A,1956,46,35,1.29,2024,5,31,4,2,Q2,Q3,Q2,Q1,Q2,Q5,Q3,42.52173913043478,55.885714285714286,1516.2790697674418,0.9664031620553359,391.2
2024-06-01,South,Product E,1465,27,57,4.82,2024,6,1,5,2,Q2,Q2,Q4,Q5,Q3,Q1,Q4,54.25925925925926,25.70175438596491,303.94190871369295,0.7238142292490118,244.16666666666666
2024-06-02,North,Product C,599,17,52,3.09,2024,6,2,6,2,Q1,Q1,Q4,Q3,Q3,Q1,Q5,35.23529411764706,11.51923076923077,193.85113268608416,0.2959486166007905,99.83333333333333
2024-06-03,North,Product B,1780,95,58,2.2,2024,6,3,0,2,Q2,Q5,Q4,Q2,Q3,Q1,Q1,18.736842105263158,30.689655172413794,809.090909090909,0.8794466403162056,296.6666666666667
2024-06-04,North,Product E,610,98,46,1.31,2024,6,4,1,2,Q1,Q5,Q3,Q1,Q3,Q1,Q1,6.224489795918367,13.26086956521739,465.64885496183206,0.30138339920948615,101.66666666666667
2024-06-05,South,Product D,4412,60,69,3.0,2024,6,5,2,2,Q5,Q3,Q5,Q3,Q3,Q1,Q2,73.53333333333333,63.94202898550725,1470.6666666666667,2.1798418972332017,735.3333333333334
2024-06-06,South,Product B,1424,64,46,4.18,2024,6,6,3,2,Q2,Q4,Q3,Q4,Q3,Q1,Q3,22.25,30.956521739130434,340.66985645933016,0.7035573122529645,237.33333333333334
2024-06-07,North,Product A,1255,88,55,3.83,2024,6,7,4,2,Q2,Q5,Q4,Q4,Q3,Q1,Q3,14.261363636363637,22.818181818181817,327.6762402088773,0.6200592885375494,209.16666666666666
2024-06-08,South,Product E,1927,35,59,1.2,2024,6,8,5,2,Q2,Q2,Q4,Q1,Q3,Q2,Q4,55.05714285714286,32.66101694915254,1605.8333333333335,0.9520750988142292,321.1666666666667
2024-06-09,South,Product C,3241,70,38,1.29,2024,6,9,6,2,Q4,Q4,Q2,Q1,Q3,Q2,Q5,46.3,85.28947368421052,2512.4031007751937,1.601284584980237,540.1666666666666
2024-06-10,South,Product A,3586,83,59,2.61,2024,6,10,0,2,Q4,Q5,Q4,Q2,Q3,Q2,Q1,43.204819277108435,60.779661016949156,1373.9463601532568,1.7717391304347827,597.6666666666666
2024-06-11,West,Product E,1910,30,30,2.18,2024,6,11,1,2,Q2,Q2,Q2,Q2,Q3,Q2,Q1,63.666666666666664,63.666666666666664,876.1467889908256,0.9436758893280632,318.3333333333333
2024-06-12,North,Product E,3023,71,66,1.93,2024,6,12,2,2,Q3,Q4,Q5,Q2,Q3,Q2,Q2,42.57746478873239,45.803030303030305,1566.321243523316,1.4935770750988142,503.8333333333333
2024-06-13,South,Product E,2314,74,58,2.12,2024,6,13,3,2,Q3,Q4,Q4,Q2,Q3,Q2,Q3,31.27027027027027,39.89655172413793,1091.509433962264,1.1432806324110671,385.6666666666667
2024-06-14,West,Product E,4286,96,34,4.21,2024,6,14,4,2,Q5,Q5,Q2,Q5,Q3,Q3,Q3,44.645833333333336,126.05882352941177,1018.0522565320665,2.117588932806324,714.3333333333334
2024-06-15,East,Product E,813,98,73,4.72,2024,6,15,5,2,Q1,Q5,Q5,Q5,Q3,Q3,Q4,8.295918367346939,11.136986301369863,172.24576271186442,0.4016798418972332,135.5
2024-06-16,East,Product A,3702,63,26,3.0,2024,6,16,6,2,Q4,Q4,Q1,Q3,Q3,Q3,Q5,58.76190476190476,142.3846153846154,1234.0,1.8290513833992095,617.0
2024-06-17,South,Product D,4234,28,58,4.62,2024,6,17,0,2,Q5,Q2,Q4,Q5,Q3,Q3,Q1,151.21428571428572,73.0,916.4502164502164,2.091897233201581,705.6666666666666
2024-06-18,North,Product D,3622,60,18,2.29,2024,6,18,1,2,Q4,Q3,Q1,Q2,Q3,Q3,Q1,60.36666666666667,201.22222222222223,1581.659388646288,1.7895256916996047,603.6666666666666
2024-06-19,South,Product A,4368,79,19,2.91,2024,6,19,2,2,Q5,Q4,Q1,Q3,Q3,Q3,Q2,55.29113924050633,229.89473684210526,1501.0309278350514,2.158102766798419,728.0
2024-06-20,East,Product D,4848,94,65,1.9,2024,6,20,3,2,Q5,Q5,Q5,Q2,Q3,Q4,Q3,51.57446808510638,74.58461538461539,2551.5789473684213,2.3952569169960474,808.0
2024-06-21,North,Product C,4949,37,46,3.56,2024,6,21,4,2,Q5,Q2,Q3,Q4,Q3,Q4,Q3,133.75675675675674,107.58695652173913,1390.1685393258426,2.4451581027667983,824.8333333333334
2024-06-22,North,Product C,1343,93,50,4.92,2024,6,22,5,2,Q2,Q5,Q3,Q5,Q3,Q4,Q4,14.440860215053764,26.86,272.9674796747968,0.6635375494071146,223.83333333333334
2024-06-23,East,Product A,3809,22,27,3.41,2024,6,23,6,2,Q4,Q2,Q1,Q4,Q3,Q4,Q5,173.13636363636363,141.07407407407408,1117.008797653959,1.881916996047431,634.8333333333334
2024-06-24,West,Product C,1181,68,67,2.43,2024,6,24,0,2,Q1,Q4,Q5,Q2,Q3,Q4,Q1,17.36764705882353,17.62686567164179,486.00823045267487,0.583498023715415,196.83333333333334
2024-06-25,West,Product A,555,20,57,3.59,2024,6,25,1,2,Q1,Q1,Q4,Q4,Q3,Q4,Q1,27.75,9.736842105263158,154.59610027855155,0.27420948616600793,92.5
2024-06-26,South,Product C,994,96,38,1.49,2024,6,26,2,2,Q1,Q5,Q2,Q1,Q3,Q5,Q2,10.354166666666666,26.157894736842106,667.1140939597316,0.49110671936758893,165.66666666666666
2024-06-27,North,Product B,1484,68,45,4.55,2024,6,27,3,2,Q2,Q4,Q3,Q5,Q3,Q5,Q3,21.823529411764707,32.977777777777774,326.1538461538462,0.733201581027668,247.33333333333334
2024-06-28,South,Product A,2058,91,28,3.01,2024,6,28,4,2,Q2,Q5,Q1,Q3,Q3,Q5,Q3,22.615384615384617,73.5,683.7209302325582,1.016798418972332,343.0
2024-06-29,North,Product E,3172,64,72,2.8,2024,6,29,5,2,Q4,Q4,Q5,Q3,Q3,Q5,Q4,49.5625,44.05555555555556,1132.857142857143,1.5671936758893281,528.6666666666666
2024-06-30,East,Product C,2096,17,51,3.34,2024,6,30,6,2,Q2,Q1,Q3,Q4,Q3,Q5,Q5,123.29411764705883,41.09803921568628,627.5449101796407,1.0355731225296443,349.3333333333333
2024-07-01,North,Product B,4385,12,25,3.5,2024,7,1,0,3,Q5,Q1,Q1,Q4,Q3,Q1,Q1,365.4166666666667,175.4,1252.857142857143,2.166501976284585,626.4285714285714
2024-07-02,North,Product A,604,22,39,1.29,2024,7,2,1,3,Q1,Q2,Q2,Q1,Q3,Q1,Q1,27.454545454545453,15.487179487179487,468.2170542635659,0.2984189723320158,86.28571428571429
2024-07-03,East,Product C,1314,17,25,3.73,2024,7,3,2,3,Q2,Q1,Q1,Q4,Q3,Q1,Q2,77.29411764705883,52.56,352.2788203753351,0.6492094861660079,187.71428571428572
2024-07-04,West,Product E,1631,10,66,1.97,2024,7,4,3,3,Q2,Q1,Q5,Q2,Q3,Q1,Q3,163.1,24.71212121212121,827.9187817258884,0.8058300395256917,233.0
